"arrive_station_id","citizen_id"
990,"AAAAX8904"
1010,"ABBAG9647"
1000,"AAAAD1397"
990,"AAABC0381"
1020,"AAAAB8689"
1000,"AAAAB5158"
1020,"AAAAL3862"
1040,"ABBAJ4103"
1040,"AAABB2992"
990,"AAAAG5419"
990,"AAAAO2166"
990,"AAABA0038"
1040,"AAAAK1076"
1070,"ABBAC4142"
1010,"ABBAF5723"
990,"AAAAJ8787"
990,"AAAAF8383"
1010,"AAAAF1722"
990,"AAAAV7617"
990,"AAABA9196"
990,"AAAAU4744"
990,"AAAAM1458"
1000,"AAAAL9966"
990,"AAABC3245"
990,"AAAAY5326"
1060,"ABBAB7346"
1070,"AAAAE8648"
1070,"AAAAM2750"
1010,"AAAAO9910"
1035,"AAAAK5381"
1040,"AAAAA7815"
1050,"ABBAD7716"
990,"AAAAO8120"
1000,"AAAAN4527"
990,"ABBAG5719"
990,"AAAAH4557"
990,"AAABD0992"
1010,"AAAAY4405"
1030,"ABBAA1921"
1040,"AAABA6818"
990,"AAABA2643"
990,"AAAAN8902"
1060,"ABBAD6108"
990,"AAAAD1919"
1020,"AAAAP1047"
1070,"AAAAV3496"
1040,"ABBAC0064"
1040,"AAAAH4345"
1010,"AAAAA9883"
990,"ABBAB2483"
1010,"AAAAG7398"
1010,"ABBAB5291"
1040,"AAAAI3264"
1010,"AAAAO4044"
1030,"AAAAR0178"
990,"AAAAY0398"
1030,"AAABA1462"
1040,"AAAAL1494"
1040,"AAAAV6625"
1000,"AAAAY8144"
990,"AAAAK5424"
1070,"AAAAO0178"
1030,"AAAAO8680"
1010,"ABBAF0362"
1020,"ABBAI9326"
990,"AAAAW5592"
1010,"AAAAP8391"
1020,"AAAAB7782"
1070,"AAAAI4790"
1047,"AAAAX6348"
1040,"AAAAM0761"
1020,"AAAAL0527"
990,"AAAAM5022"
1010,"AAAAD1668"
1060,"AAAAV4813"
1010,"AAAAA9746"
1070,"AAAAW6928"
1040,"AAAAE8221"
1040,"AAAAJ2895"
990,"AAAAY7758"
990,"AAAAN5577"
1030,"AAAAF6481"
990,"ABBAG3248"
1010,"ABBAJ7662"
1010,"AAAAE5079"
1043,"ABBAI1527"
990,"ABBAA7792"
1040,"AAAAO5246"
990,"AAAAN7315"
990,"AAAAB6029"
990,"ABBAD0612"
1020,"AAAAX0648"
1040,"ABBAC4374"
1040,"ABBAG1592"
1060,"ABBAG3003"
1000,"ABBAB3372"
990,"AAAAP4111"
1040,"ABBAA9042"
1060,"AAAAV0586"
990,"AAAAT5486"
990,"ABBAA2304"
1020,"AAABD1541"
990,"AAABB9066"
1030,"AAAAN9989"
990,"AAABA9120"
990,"AAAAO9299"
1070,"AAAAI3239"
1060,"ABBAC6131"
1070,"AAAAO6103"
1070,"ABBAB3241"
1010,"AAAAL2431"
1030,"AAAAV1766"
1050,"AAAAH3509"
1047,"ABBAE3662"
990,"ABBAE1905"
990,"AAAAK2711"
990,"AAAAA7582"
990,"AAABD4825"
1060,"AAAAY6496"
990,"ABBAF4755"
1040,"AAAAN5033"
990,"ABBAB5265"
1000,"AAAAY4131"
990,"ABBAE3399"
1010,"AAAAN6999"
1070,"AAAAT0378"
1020,"ABBAJ1153"
1043,"ABBAH6410"
990,"AAAAE0456"
990,"AAAAB8148"
1040,"AAABD1760"
1010,"AAAAL7070"
990,"AAAAC3754"
990,"AAAAY1553"
990,"AAAAS6961"
1040,"AAAAN4460"
1040,"ABBAH3038"
1070,"ABBAE9279"
990,"ABBAI7307"
1040,"ABBAB9608"
1060,"AAAAG4394"
1035,"ABBAH5742"
1000,"AAAAL2835"
1010,"ABBAH7537"
1050,"AAAAL8847"
990,"AAAAP9293"
990,"AAABC0909"
990,"AAAAX8915"
1020,"AAAAN0554"
990,"AAAAK0251"
990,"AAAAE7090"
1040,"AAABC7443"
1000,"AAAAZ9868"
990,"AAAAL5146"
1040,"AAAAZ1552"
1010,"AAAAO6363"
1060,"ABBAB9880"
1010,"ABBAJ9280"
1020,"AAAAM5575"
1043,"AAAAH9761"
990,"AAAAD7253"
990,"ABBAE2686"
1060,"AAAAU1687"
1020,"AAAAL5838"
990,"AAAAX2305"
1040,"ABBAJ1107"
990,"AAAAX3618"
990,"AAAAU3488"
1050,"AAAAH6157"
1060,"AAAAL1729"
990,"AAAAW8738"
1010,"AAAAI7986"
990,"AAABB3320"
990,"AAAAE7993"
1070,"AAAAP3470"
1060,"ABBAA8412"
1070,"AAAAK6580"
1040,"AAAAR6731"
1010,"AAAAK9750"
1030,"AAAAL5454"
1060,"ABBAD7543"
990,"AAAAQ8234"
1040,"AAAAY5373"
990,"ABBAG0207"
1050,"AAABD8019"
1000,"AAAAN0739"
1040,"AAAAN6747"
990,"ABBAJ7144"
990,"AAAAB3487"
1040,"AAAAZ1944"
990,"AAAAE2132"
1070,"AAAAC6517"
1040,"AAABB9117"
1040,"AAAAR8121"
990,"AAAAE1984"
990,"AAAAK4133"
990,"AAAAF5112"
1010,"AAAAK3808"
990,"AAAAN8475"
990,"AAABB9592"
1030,"AAAAO3285"
990,"AAAAI3983"
990,"AAABC0241"
1060,"ABBAB3568"
1040,"AAAAI7911"
990,"ABBAD0288"
1060,"AAABB9610"
990,"AAAAW9196"
1060,"ABBAC0767"
1060,"AAAAZ7792"
1047,"AAAAW3355"
1060,"AAAAX1626"
990,"AAABA3149"
1050,"AAAAS0115"
1000,"AAAAG5755"
1050,"AAAAU4371"
990,"ABBAJ1790"
1000,"AAAAP9364"
1030,"AAAAX6574"
1070,"AAABD6994"
1030,"ABBAD5684"
1010,"ABBAG4698"
990,"AAAAH1983"
1047,"ABBAD1958"
1010,"AAAAX1757"
1040,"AAAAT2737"
1070,"AAAAY1053"
990,"AAAAZ3118"
990,"AAAAM1580"
990,"AAAAP9051"
990,"ABBAJ2650"
990,"AAAAG0889"
990,"AAAAS5062"
1000,"ABBAE2205"
990,"AAAAP6630"
1070,"AAAAO5858"
1070,"ABBAA0918"
1070,"AAAAW4426"
1070,"AAABB6261"
990,"ABBAA1238"
990,"AAAAG4172"
990,"ABBAB5028"
1040,"AAAAP9432"
990,"AAAAZ7582"
990,"AAAAK0463"
1035,"ABBAA6278"
1010,"AAAAL5243"
1060,"AAAAO9060"
1010,"AAAAM8183"
990,"AAAAB2715"
1035,"AAAAX0845"
990,"ABBAI4207"
990,"ABBAH4932"
1010,"AAAAD9401"
1010,"AAAAP5968"
990,"ABBAI0984"
1035,"AAAAB3510"
1020,"AAAAS5200"
1060,"AAABB5732"
1010,"ABBAJ1893"
1020,"AAABB7314"
990,"AAAAU6744"
1010,"ABBAA2686"
1040,"AAAAJ1077"
1040,"AAAAT1298"
1000,"AAAAM4313"
1035,"AAAAT2466"
1060,"AAABD4274"
990,"ABBAG0486"
1020,"AAAAO2570"
1040,"ABBAB4911"
1010,"AAABB3986"
990,"AAAAX9266"
990,"AAAAA0377"
1010,"AAAAI3248"
1000,"AAAAG5863"
1040,"AAAAA9500"
990,"AAAAX3637"
990,"AAAAV8792"
990,"ABBAH2181"
1030,"AAAAE6115"
1020,"ABBAF6958"
1010,"AAAAW6935"
990,"ABBAF7439"
1030,"AAAAN5617"
1070,"AAAAX4706"
1020,"AAAAN7651"
1010,"AAAAN6131"
1020,"ABBAC3172"
1070,"AAAAZ6649"
990,"AAAAC2851"
990,"ABBAE5349"
1010,"AAAAX8165"
990,"AAAAK6301"
1070,"AAAAK8638"
990,"AAAAR8795"
990,"AAABC5761"
1070,"AAAAQ1481"
990,"ABBAI0992"
1020,"ABBAH3356"
990,"AAAAN4092"
1010,"AAAAM2549"
1010,"AAABB1013"
1010,"AAAAD5834"
1000,"AAAAF1605"
1000,"AAAAW0653"
1050,"AAAAE5270"
990,"AAAAN4288"
1070,"AAAAA1085"
990,"AAAAU8594"
990,"AAAAJ0831"
1000,"ABBAG1436"
1000,"AAAAV1557"
1010,"AAAAD1416"
1030,"AAAAT7398"
990,"AAABD7859"
1040,"AAAAF9587"
990,"ABBAC4504"
1070,"ABBAI4331"
1060,"AAAAQ7426"
990,"AAAAJ2448"
1000,"AAAAX2107"
1060,"ABBAF4269"
1070,"ABBAF7376"
1070,"AAAAP3660"
990,"AAAAN4971"
990,"AAAAF9886"
1040,"AAAAF9735"
1020,"AAAAR3978"
990,"AAAAK9154"
1035,"AAAAH8574"
1070,"AAABB2329"
1070,"AAAAW9440"
990,"AAAAB3970"
1010,"AAAAQ8728"
1010,"AAAAT8857"
1010,"ABBAI6612"
990,"AAAAI8357"
990,"AAAAW2637"
1000,"AAAAB2401"
990,"AAAAL8168"
1070,"AAAAB8002"
1040,"AAAAH1399"
1040,"AAAAG5066"
1020,"AAAAK5798"
1010,"ABBAI9671"
1050,"AAAAM9769"
990,"AAABD6451"
1060,"AAAAK7107"
1000,"AAAAA6548"
1070,"AAAAX8888"
1060,"AAAAA8243"
1040,"ABBAJ5733"
990,"AAAAT3038"
990,"AAAAE0817"
990,"ABBAD1347"
1060,"AAAAH6818"
1070,"AAAAO2470"
990,"AAABA0618"
990,"ABBAB6544"
990,"AAABB7042"
1010,"ABBAD5639"
1040,"AAAAP7061"
990,"AAAAR3092"
990,"AAAAT9309"
1050,"ABBAC4103"
990,"AAAAB1231"
990,"ABBAD7763"
1040,"AAAAU1652"
1047,"ABBAB0750"
990,"ABBAG3468"
1060,"ABBAE4955"
1040,"ABBAG5655"
1070,"AAAAY7543"
990,"AAAAX7176"
1070,"AAABA2141"
1020,"AAAAA3297"
990,"AAABB1438"
990,"AAABD0401"
1035,"AAAAG7241"
990,"AAAAQ8911"
1010,"ABBAD9228"
990,"AAABB1037"
1040,"AAAAS0286"
1020,"AAAAV4082"
1070,"AAAAJ3637"
990,"AAAAL5659"
1040,"AAAAZ9686"
1070,"AAAAR1777"
990,"ABBAJ5056"
1010,"AAAAR0042"
990,"ABBAD7065"
1040,"ABBAH3934"
1040,"AAAAQ2272"
990,"AAAAS5509"
990,"ABBAJ8955"
990,"AAAAB6911"
1040,"AAAAA2424"
1040,"ABBAC5935"
1000,"AAAAS8885"
990,"AAAAM4341"
990,"AAAAS0719"
990,"AAAAI6908"
1040,"AAAAW4817"
990,"ABBAB6214"
1060,"AAAAN8854"
1070,"AAABB4936"
1010,"AAAAE4600"
1010,"AAAAP1889"
990,"ABBAH1681"
990,"ABBAA9952"
1060,"AAAAW5563"
990,"AAAAY5177"
990,"AAAAE9732"
1000,"AAAAL0999"
1010,"AAABD6480"
1000,"AAAAW4514"
1030,"AAAAM1986"
1020,"AAAAV5345"
990,"ABBAD8476"
1030,"AAAAB3937"
990,"ABBAB6106"
1030,"AAAAR4981"
1000,"AAAAD5827"
1020,"ABBAB6283"
1030,"AAAAU0451"
990,"AAAAO4306"
990,"AAAAP8333"
990,"AAAAD2926"
990,"AAAAR5682"
1060,"AAAAZ1152"
990,"AAAAT9791"
1047,"ABBAF4767"
1070,"ABBAC1738"
990,"AAAAF8308"
990,"AAAAB8178"
1000,"AAAAB6940"
990,"AAAAH4120"
1000,"AAAAI3800"
990,"AAAAF6437"
990,"AAAAK4399"
990,"AAAAE1872"
1030,"AAABD9416"
1040,"AAAAB8818"
1060,"ABBAI4762"
990,"ABBAG4732"
990,"AAAAB1690"
990,"ABBAH7601"
1010,"AAAAO5644"
1060,"AAABA6343"
1030,"ABBAC1302"
1050,"ABBAH4044"
1000,"AAABC9347"
1020,"AAAAU8988"
1070,"AAAAX0301"
990,"AAAAN9676"
1040,"ABBAF4479"
990,"AAAAC4793"
990,"AAAAT4646"
1070,"AAABA3319"
990,"AAAAW5642"
1040,"AAABA6525"
990,"ABBAI5655"
1035,"ABBAC7263"
1070,"AAAAJ2440"
1035,"AAAAQ0133"
990,"ABBAI6031"
990,"AAAAV6891"
990,"AAAAB4315"
1010,"ABBAE2766"
990,"AAAAK4178"
1047,"AAAAD4709"
990,"AAAAP0663"
1060,"AAAAC6010"
1030,"AAAAM9269"
1047,"AAABD3657"
990,"AAAAN7348"
1010,"AAABC8135"
990,"AAAAO5471"
1035,"AAAAQ1375"
1000,"ABBAE7188"
990,"AAAAN1491"
1020,"AAABB9964"
1030,"AAAAC4307"
990,"AAAAY1179"
1040,"AAAAM9666"
1040,"AAAAD9085"
1030,"ABBAI0299"
1040,"AAAAM7359"
1040,"AAAAA5240"
1050,"AAAAP6016"
1050,"AAAAG3749"
1020,"AAAAJ5836"
990,"AAAAH2016"
1070,"AAAAF0571"
1030,"AAAAC4644"
1070,"AAAAV8897"
1000,"ABBAA3683"
1040,"AAAAM2558"
1070,"AAAAD5316"
1040,"ABBAI9978"
1070,"ABBAH5790"
1010,"AAAAH4268"
1070,"ABBAC6989"
1040,"AAAAC7154"
990,"ABBAA8366"
990,"AAAAF7715"
1070,"AAAAA8417"
990,"AAAAS9849"
1040,"AAAAR4190"
1000,"ABBAH0374"
1070,"AAAAO0825"
1070,"AAAAF5966"
1050,"AAABD2713"
1043,"AAAAM9959"
990,"ABBAG4932"
1035,"ABBAC8385"
1070,"ABBAC9890"
1010,"AAAAW9003"
1040,"AAABD5262"
1040,"AAAAN1615"
1060,"AAAAK9246"
990,"AAAAU4030"
990,"AAAAC6806"
1020,"AAAAA9611"
990,"ABBAB3238"
990,"AAAAM5375"
1035,"ABBAH6851"
1070,"AAAAG3053"
1000,"ABBAA6976"
1040,"AAAAX6357"
1040,"AAAAK9999"
1010,"AAAAQ2145"
990,"AAAAA7010"
1035,"AAAAS1831"
1020,"AAAAK5004"
990,"AAAAX1622"
1070,"AAAAH7483"
1030,"AAAAJ2065"
1050,"AAABB5774"
1070,"AAAAV3547"
1060,"AAAAI1159"
1040,"AAABB7713"
1035,"AAAAM8196"
1040,"AAAAM9813"
1050,"AAAAR9582"
990,"AAAAS8001"
1030,"ABBAJ8453"
1040,"AAAAK1126"
990,"AAAAY5342"
990,"ABBAG1419"
1040,"AAAAA3094"
1060,"ABBAB1034"
990,"AAAAS9072"
1020,"AAAAE5625"
990,"AAAAO8595"
1000,"ABBAJ8005"
990,"AAAAW6940"
1070,"AAABB8895"
1040,"AAAAX2765"
1030,"AAAAP0414"
1070,"AAABC7341"
1040,"AAAAV9037"
990,"ABBAB7740"
990,"ABBAF0620"
1050,"ABBAH5333"
990,"AAAAZ3842"
990,"AAAAN8704"
990,"AAAAM1485"
990,"AAABA4582"
1035,"AAABD2767"
1070,"AAABD9324"
990,"AAAAI2668"
1010,"AAAAO9512"
1020,"AAAAW4664"
990,"ABBAI9350"
1040,"AAAAY9616"
1030,"AAAAF2714"
1030,"AAAAM7939"
990,"AAABC9467"
990,"AAAAV5083"
1050,"AAAAP4368"
1060,"ABBAD3982"
1040,"AAAAD7869"
1050,"AAAAI1805"
990,"AAAAM3260"
1010,"ABBAI8040"
1035,"ABBAI7283"
990,"AAAAK2637"
1020,"ABBAB2924"
1060,"AAABB2223"
990,"AAAAV4467"
990,"AAAAX5142"
990,"ABBAA8021"
1030,"ABBAG0105"
1043,"ABBAF4575"
1010,"AAAAY0033"
1010,"AAAAF4081"
990,"AAAAS7823"
990,"AAAAK6825"
1040,"AAAAI7977"
1060,"AAAAS6276"
1070,"AAAAJ9522"
1060,"ABBAF6856"
1070,"AAAAV4711"
1010,"ABBAE7304"
1040,"ABBAG1567"
990,"ABBAF4860"
990,"ABBAD9122"
1010,"AAAAC3561"
990,"ABBAI9989"
990,"ABBAB1484"
1010,"AAAAF7445"
990,"AAAAU8281"
1040,"AAAAA9996"
1070,"AAAAD2118"
1043,"AAAAW6459"
1070,"AAAAJ7193"
990,"AAAAY5086"
990,"AAAAS9079"
1050,"AAAAP9553"
990,"AAABB7692"
1050,"AAAAA3880"
1010,"ABBAH2628"
990,"ABBAJ5687"
1020,"AAAAH4281"
1010,"AAABB4465"
1040,"AAAAK0238"
990,"AAAAR5943"
990,"AAABD2698"
990,"AAAAS2759"
1050,"ABBAF6561"
1000,"ABBAB5117"
1030,"AAAAD0580"
990,"AAAAS6806"
1070,"AAAAF2376"
1010,"AAAAM1670"
1010,"AAAAM0471"
990,"AAABB8759"
1000,"AAAAT5727"
1040,"AAAAC9474"
990,"AAAAA2122"
1030,"AAABD7199"
1010,"AAAAY7231"
1040,"AAAAT1605"
1040,"AAAAS0778"
1070,"AAABA0092"
990,"AAAAH8796"
990,"ABBAF4080"
990,"ABBAG4079"
990,"AAABB8182"
990,"AAAAF3703"
990,"ABBAE1530"
1030,"AAAAV0201"
1020,"AAAAM7393"
990,"AAABC4602"
1070,"AAAAR9413"
1000,"ABBAC4357"
1040,"AAAAN1070"
990,"AAAAH5357"
1050,"ABBAF7796"
1030,"AAAAO8833"
990,"AAAAK3265"
990,"AAAAG3233"
1070,"AAAAV7711"
1050,"ABBAA3148"
1070,"AAAAI5637"
1050,"ABBAG9281"
990,"AAAAY8091"
1040,"AAAAW1877"
1060,"AAAAR4016"
1060,"AAAAW4684"
1040,"AAAAB2730"
1040,"AAAAB3716"
1020,"ABBAH6413"
1040,"AAAAI4232"
990,"AAAAB2836"
990,"AAAAR9192"
1060,"AAAAE3049"
1070,"ABBAJ6973"
1010,"AAABD4675"
990,"AAAAS4643"
990,"AAAAX7783"
990,"ABBAC2005"
1070,"ABBAF1795"
1020,"AAABD7663"
1010,"ABBAD7554"
1040,"AAAAF6145"
990,"AAABC3111"
1040,"AAAAU9786"
1040,"ABBAJ5122"
1030,"AAAAV5185"
1000,"ABBAI2498"
990,"AAAAJ5719"
1020,"ABBAJ3605"
1010,"AAABB8666"
990,"AAAAO1519"
990,"AAAAE0270"
1030,"AAAAM0123"
1060,"AAAAA5617"
990,"AAAAN2200"
990,"ABBAE7088"
1040,"ABBAB2461"
1040,"AAAAX8114"
1020,"AAAAC2352"
1060,"AAAAU6033"
1050,"AAAAW7841"
990,"AAAAH6834"
990,"ABBAE7603"
1010,"ABBAB0301"
1010,"AAAAH9739"
990,"AAAAY4260"
990,"AAAAG2014"
990,"AAAAD3160"
1000,"AAAAH1642"
1040,"ABBAC0951"
1070,"ABBAE3871"
1000,"ABBAF4596"
990,"AAAAP5423"
990,"AAAAD4466"
990,"AAAAR3492"
1020,"ABBAF7845"
1010,"AAAAA2037"
990,"AAAAG3711"
990,"AAAAR0783"
1050,"ABBAH9412"
1070,"AAAAE6006"
990,"AAAAN0375"
990,"AAAAO6280"
1050,"ABBAI9310"
990,"AAAAU4462"
1010,"AAAAQ8894"
1060,"AAAAE8743"
990,"AAAAS8234"
990,"AAAAO3031"
1010,"AAAAN4902"
1040,"ABBAG4785"
990,"AAAAQ6321"
990,"AAAAB9452"
1070,"ABBAD0116"
1020,"AAAAL8912"
1020,"AAAAN5480"
990,"ABBAG7595"
1000,"AAAAO1410"
1060,"AAAAL1512"
1040,"ABBAH9694"
990,"AAAAN4303"
1070,"AAAAT2233"
1010,"AAABC2146"
1010,"AAAAK9074"
1010,"AAAAT1641"
990,"AAAAN8360"
1010,"AAAAN1217"
990,"ABBAC0120"
1030,"AAAAL3423"
1070,"AAABB5836"
990,"AAAAH6525"
1043,"ABBAC0134"
1000,"AAAAY6759"
990,"AAAAH1053"
1010,"ABBAA8316"
1030,"ABBAA0348"
990,"AAAAV8064"
990,"ABBAH3454"
990,"AAAAG3841"
990,"AAABD9144"
1047,"AAAAN9677"
1040,"AAAAB6713"
1050,"ABBAE9641"
1020,"AAABC7224"
990,"AAAAT2294"
990,"AAAAU9182"
1000,"AAAAX5920"
1070,"AAAAA8636"
990,"AAABA9707"
990,"AAABB1792"
990,"AAAAW7221"
1040,"ABBAE4630"
990,"AAAAR7730"
990,"AAAAL5224"
990,"AAAAR3889"
1010,"AAAAD9728"
990,"ABBAI6639"
1040,"ABBAH3870"
1010,"AAAAM7863"
1040,"ABBAD9280"
1040,"AAAAJ4676"
990,"AAAAL7234"
1070,"AAAAH9068"
1040,"AAAAO8364"
990,"AAAAR6467"
990,"AAABA4158"
1020,"AAABD3851"
1040,"AAAAQ4847"
1010,"ABBAE3787"
990,"AAAAH9388"
1010,"AAAAG8743"
990,"ABBAD8960"
990,"AAAAI7830"
1010,"ABBAF0392"
990,"ABBAC7795"
990,"AAAAQ7510"
990,"ABBAC8419"
1040,"AAAAY9677"
1000,"AAAAP7642"
1040,"AAAAR3251"
1010,"AAAAS1831"
1040,"ABBAH9988"
1060,"AAAAQ8132"
1040,"AAAAE0886"
990,"AAABB7435"
1010,"AAAAG8020"
1070,"ABBAF9902"
1060,"ABBAJ4264"
1070,"AAAAS1076"
1047,"AAAAE4580"
1040,"ABBAD0547"
1010,"ABBAG9480"
990,"ABBAC3674"
990,"AAABA3373"
1070,"ABBAC0586"
990,"ABBAI9577"
990,"AAAAY5446"
990,"AAAAB3101"
990,"AAAAB3042"
990,"ABBAI6962"
1010,"AAAAD8650"
1010,"ABBAE0058"
990,"AAAAQ0907"
990,"AAAAL0945"
1000,"AAAAF5886"
990,"AAAAA9721"
1030,"AAAAP5370"
990,"AAAAQ1802"
990,"AAAAR9982"
1070,"AAAAE5020"
990,"AAABB3784"
1030,"AAAAH5695"
990,"ABBAF2189"
1040,"AAAAC8448"
1040,"AAABB4864"
990,"AAAAL0202"
990,"ABBAI1439"
1040,"AAAAB5949"
990,"AAABC3005"
1070,"AAAAC4052"
990,"AAABC7862"
1070,"ABBAD4364"
990,"AAAAX1728"
1020,"AAAAT9549"
1070,"AAAAF3918"
990,"AAAAU4187"
990,"ABBAJ7677"
1020,"ABBAF7709"
1070,"AAAAS3988"
990,"AAAAX2910"
1070,"AAABC1292"
1070,"AAAAI5708"
990,"AAAAI8625"
1030,"ABBAC3466"
1040,"ABBAE7803"
990,"ABBAJ1340"
1043,"AAAAC9749"
990,"AAAAT7952"
990,"ABBAH8744"
1070,"AAAAU5416"
990,"AAAAV7456"
990,"AAAAO4023"
1070,"AAAAQ6086"
990,"AAABA9649"
1010,"AAAAN5405"
1010,"AAAAK3361"
1060,"ABBAA1320"
990,"AAAAO3096"
1030,"AAAAJ1747"
1070,"AAAAR6102"
1040,"AAAAF9932"
990,"AAAAX1188"
1030,"AAAAH1672"
1000,"ABBAF0493"
990,"AAAAI1040"
1070,"ABBAH4558"
1040,"AAAAK8100"
1010,"AAAAM1887"
1070,"AAAAU8522"
1070,"AAAAE6737"
1030,"AAABC0118"
1010,"ABBAH9035"
990,"AAAAP3882"
1020,"AAAAA4970"
1060,"AAAAF2921"
990,"AAAAL0083"
990,"ABBAE4468"
1010,"AAAAH1245"
1040,"ABBAJ8863"
1070,"AAAAK2394"
990,"AAABA3896"
1040,"AAAAN9419"
990,"AAAAR1709"
1010,"AAAAG9215"
1043,"AAAAS9984"
990,"AAAAU8411"
1040,"AAAAX1614"
990,"AAAAW1651"
1020,"ABBAD3382"
1010,"AAAAU6442"
1035,"AAAAH6026"
1010,"AAAAF5666"
1020,"AAABC8853"
1070,"AAABA2618"
1060,"AAAAJ3246"
1010,"ABBAA9419"
1070,"AAAAX0023"
1040,"ABBAE9609"
1070,"ABBAJ4547"
990,"AAAAL0667"
990,"ABBAA8594"
990,"AAAAG5490"
1035,"ABBAJ8760"
1070,"AAAAG0525"
990,"AAAAZ2703"
1040,"AAAAF4663"
990,"AAAAX3760"
990,"AAABB6257"
1010,"ABBAH6994"
1040,"ABBAG4418"
1030,"AAAAI6890"
1040,"AAAAW0302"
990,"ABBAB3265"
1020,"ABBAF1035"
1000,"ABBAC7627"
990,"AAABB2806"
1040,"AAAAE7320"
990,"AAAAW2679"
990,"AAAAX3826"
990,"AAABC2688"
1070,"AAAAZ9396"
990,"AAABD8034"
1043,"AAAAT8191"
1040,"AAAAU2900"
1010,"AAABD5186"
1040,"AAAAV0388"
1010,"AAAAJ4587"
1070,"ABBAC7454"
990,"AAAAF8462"
990,"ABBAG0879"
990,"AAAAH0484"
990,"AAAAQ9558"
990,"AAAAV1390"
990,"AAAAR7395"
990,"AAAAU7916"
990,"ABBAB2216"
1020,"AAAAH3213"
1020,"ABBAH7949"
1040,"AAAAQ0694"
1000,"ABBAC0975"
1020,"AAAAL4188"
1060,"AAABD5396"
1060,"ABBAD7990"
1030,"ABBAC7997"
1070,"AAABB5477"
1000,"AAAAZ8691"
990,"AAAAI8734"
1040,"AAAAH4895"
990,"ABBAB0373"
1070,"AAAAG2928"
1047,"AAABD8521"
1010,"ABBAA9462"
1040,"AAAAF8654"
990,"AAAAR2313"
990,"AAAAP5973"
1030,"AAAAS0900"
1020,"AAAAE0464"
1010,"ABBAC0484"
990,"ABBAE8159"
990,"ABBAH6086"
1000,"AAAAG0826"
1010,"AAAAH6883"
1050,"ABBAD7677"
1030,"AAAAX0651"
1030,"AAAAT5226"
1040,"AAAAA7603"
1060,"AAAAG8318"
1000,"AAAAD2759"
1010,"AAAAY7660"
990,"ABBAG8267"
1010,"ABBAJ1380"
1030,"ABBAG5525"
1020,"ABBAE8444"
990,"AAAAR1555"
1010,"ABBAI6542"
1070,"ABBAA4080"
1035,"AAAAS8943"
1070,"AAAAE0611"
1070,"AAAAE4825"
990,"AAABD4423"
1010,"AAAAF9671"
1047,"ABBAF6074"
990,"AAABC3096"
1030,"ABBAE0699"
990,"AAAAR9064"
1040,"AAAAO9677"
1030,"ABBAI7349"
1000,"AAAAP9823"
1030,"AAABC2338"
990,"AAAAG5563"
1040,"AAAAD7886"
1040,"AAAAM1732"
990,"AAABD2951"
1040,"AAAAO9499"
990,"AAAAF4831"
1010,"ABBAB3322"
1070,"AAAAO7123"
1000,"AAAAM1067"
1030,"AAAAQ7152"
1070,"AAAAE1622"
1010,"AAABA4554"
1070,"AAAAD9464"
990,"AAAAE8265"
1030,"ABBAD9752"
990,"AAAAM5217"
1040,"AAABC1031"
1070,"AAABC6102"
990,"AAAAK6657"
1010,"AAAAR8411"
990,"AAAAQ4088"
1010,"ABBAE6440"
1010,"ABBAH1354"
1010,"ABBAF2386"
1010,"AAAAM4328"
990,"AAAAN5958"
1070,"AAAAF5868"
1060,"ABBAB3809"
1040,"AAAAR7620"
1040,"ABBAG3908"
990,"AAABB8834"
1040,"AAAAG7302"
990,"ABBAC3332"
1010,"ABBAB8307"
1010,"AAAAD3303"
1060,"AAAAW6148"
990,"AAAAQ6065"
990,"AAAAT5532"
1040,"ABBAA8331"
990,"AAAAS3965"
1040,"AAABB1655"
1040,"AAAAQ2209"
1010,"AAAAT1038"
1010,"AAABA4537"
1010,"AAAAR4338"
990,"AAAAO6087"
1000,"AAAAR1589"
1030,"AAABC2749"
990,"AAAAK0569"
1010,"AAAAH3560"
1020,"AAAAS1351"
1035,"AAAAS0596"
1010,"AAAAI7475"
1010,"ABBAC9069"
990,"AAAAI7243"
990,"ABBAB8763"
1030,"AAABB1833"
1070,"ABBAJ7575"
990,"ABBAG1529"
1020,"ABBAI7555"
1010,"AAAAP2415"
1030,"AAAAM9467"
990,"AAAAR8901"
990,"AAAAH1545"
990,"AAAAR3033"
1020,"AAAAQ1874"
1040,"AAAAC8452"
1010,"ABBAH3777"
990,"AAAAR3887"
1010,"AAAAB7666"
1070,"AAABC6919"
1010,"AAAAU7416"
990,"AAAAH9021"
1060,"AAAAN4159"
1030,"AAAAK8798"
990,"AAABA3199"
990,"AAAAP2131"
1030,"AAAAV2972"
1070,"AAAAB7154"
1035,"AAABB2922"
1040,"AAAAK1792"
1020,"AAAAY1306"
1010,"AAAAK7909"
990,"AAAAR6471"
990,"AAAAS3953"
990,"AAAAL9312"
1060,"AAAAO7859"
990,"AAAAY9351"
990,"ABBAD4629"
1000,"AAAAW5917"
990,"AAAAS9383"
990,"AAAAP6111"
1050,"AAAAY2086"
990,"AAAAF7968"
1047,"AAAAQ5425"
990,"AAAAF8976"
1020,"AAAAA5141"
1040,"ABBAJ6188"
1020,"AAAAL3092"
1050,"AAAAG9485"
1020,"AAABC1404"
990,"AAABC6026"
990,"AAAAQ5618"
990,"AAAAM0176"
990,"AAAAM6728"
