"citizen_id","name"
"AAAAF3645","George Altman"
"AAAAF3654","David Anker"
"AAAAF3741","Lisa Ashe"
"AAAAF3770","Hilda Ayala"
"AAAAF3777","William Ahmann"
"AAAAF3780","Dorothy Azim"
"AAAAF3805","Catherine Anthony"
"AAAAF3857","William Adams"
"AAAAF3874","Marty Ahner"
"AAAAF3875","Vicky Ardis"
"AAAAF3903","Alberta Allen"
"AAAAF4064","Sally Abbott"
"AAAAF4065","Rhona Anderson"
"AAAAF4087","Janice Allen"
"AAAAF4102","Melissa Arbeiter"
"AAAAF4109","Nancy Ainsworth"
"AAAAF4112","Eleanor Ambler"
"AAAAF4186","Donald Ashworth"
"AAAAF4260","Karl Albrecht"
"AAAAF4302","Hildegard Arteaga"
"AAAAF4306","Daniel Abraham"
"AAAAF4345","Marion Anderson"
"AAAAF4372","Ronda Avalos"
"AAAAF4380","Laurie Atherton"
"AAAAF4439","Charles Armstrong"
"AAAAF4486","Kara Abrams"
"AAAAF4531","George Alexander"
"AAAAF4619","Monica Allen"
"AAAAF4705","Edward Allen"
"AAAAF4722","Joseph Alejandro"
"AAAAF4762","Joseph Akins"
"AAAAF4776","Cornelia Abercrombie"
"AAAAF4784","Judy Alfaro"
"AAAAF4786","Bryan Adams"
"AAAAF4819","Scott Allen"
"AAAAF4864","Mary Alexis"
"AAAAF4884","Larry Anderson"
"AAAAF4923","Sherry Arrowood"
"AAAAF4960","Lester Anderson"
"AAAAF5010","Mark Addams"
"AAAAF5046","Hazel Alvardo"
"AAAAF5061","Jimmy Allen"
"AAAAF5075","Angie Avery"
"AAAAF5080","Wesley Archer"
"AAAAF5096","Tiffany Anthony"
"AAAAF5103","Linda Anderson"
"AAAAF5131","Robert Akers"
"AAAAF5150","Edward Adams"
"AAAAF5175","Jeanette Aiello"
"AAAAF5181","Mose Archer"
"AAAAF5187","Francis Angeles"
"AAAAF5197","Robert Anthony"
"AAAAF5228","Stanley Atwood"
"AAAAF5256","Wendy Ahern"
"AAAAF5257","Rose Asbury"
"AAAAF5345","Ruth Alford"
"AAAAF5352","Robert Andersen"
"AAAAF5355","Fern Aranda"
"AAAAF5402","Diane Arriola"
"AAAAF5436","Willie Abram"
"AAAAF5451","Joseph Amezaga"
"AAAAF5459","Norma Adams"
"AAAAF5465","Angela Adair"
"AAAAF5472","Meghan Adams"
"AAAAF5507","Fanny Allen"
"AAAAF5571","Joseph Allah"
"AAAAF5655","Anne Anderson"
"AAAAF5667","Nathan Adams"
"AAAAF5669","Robyn Anderson"
"AAAAF5767","Evelyn Anderson"
"AAAAF5783","Roger Ascher"
"AAAAF5802","Carmen Allison"
"AAAAF5851","Ryan Aguiar"
"AAAAF5876","Brittany Allen"
"AAAAF5909","Bradley Alvarez"
"AAAAF5918","Joyce Alcantara"
"AAAAF5922","Richard Alway"
"AAAAF5956","Thomas Alder"
"AAAAF5964","Rosa Armstrong"
"AAAAF5972","Mary Albright"
"AAAAF6030","Johnny Arnold"
"AAAAF6047","Victor Ayers"
"AAAAF6062","Laura Atkins"
"AAAAF6107","Ernest Anderson"
"AAAAF6116","Barbara Arbeiter"
"AAAAF6178","Jeff Alcorn"
"AAAAF6183","Blanche Ashford"
"AAAAF6207","Ronnie Atkins"
"AAAAF6219","David Allen"
"AAAAF6230","Matthew Anderson"
"AAAAF6306","Sean Asher"
"AAAAF6321","Beulah Armstrong"
"AAAAF6351","Kevin Armitage"
"AAAAF6364","Phyllis Adkins"
"AAAAF6371","Robin Adams"
"AAAAF6376","Thomas Alexander"
"AAAAF6388","Linda Adkerson"
"AAAAF6408","Barbara Arrington"
"AAAAF6432","Alexander Allen"
"AAAAF6436","Mariana Allen"
"AAAAF6441","Veronica Atkins"
"AAAAF6497","Joan Alvarado"
"AAAAF6509","Carl Allen"
"AAAAF6516","Edwin Alcala"
"AAAAF6523","Theresa Andersen"
"AAAAF6625","Denice Austin"
"AAAAF6670","Lois Anderson"
"AAAAF6685","Teresa Andrews"
"AAAAF6800","Gail Arden"
"AAAAF6814","Jeffrey Audette"
"AAAAF6815","Raymond Ashley"
"AAAAF6830","Jamie Armstrong"
"AAAAF6859","Shirley Acosta"
"AAAAF6880","Aaron Adkins"
"AAAAF6890","Richard Anderson"
"AAAAF6942","Joyce Adkins"
"AAAAF6947","Charles Alberry"
"AAAAF6969","Rufus Ainsworth"
"AAAAF6978","David Anderson"
"AAAAF7005","Wanda Anderson"
"AAAAF7013","Stephanie Akin"
"AAAAF7035","Caroline Anderson"
"AAAAF7053","Sandra Adams"
"AAAAF7057","Irmgard Allen"
"AAAAF7102","Russell Allen"
"AAAAF7105","Paul Amato"
"AAAAF7194","Aaron Ator"
"AAAAF7201","Maria Anzalone"
"AAAAF7204","Christine Arnold"
"AAAAF7228","Christopher Anthony"
"AAAAF7263","Sandra Amsden"
"AAAAF7275","Julie Anderson"
"AAAAF7277","James Anderson"
"AAAAF7285","Carolyn Anderson"
"AAAAF7292","Donald Andrade"
"AAAAF7294","Scott Arteaga"
"AAAAF7415","David Ake"
"AAAAF7482","Christopher Anderson"
"AAAAF7503","Michael Aldrich"
"AAAAF7522","Georgia Anderson"
"AAAAF7647","Cecilia Adams"
"AAAAF7672","Kelly Anderson"
"AAAAF7685","Hector Alvidrez"
"AAAAF7724","Tony Arnold"
"AAAAF7741","Brandon Abbott"
"AAAAF7757","Robert Andrews"
"AAAAF7802","Meredith Armstrong"
"AAAAF7841","Catherine Alexander"
"AAAAF7843","Stacey Andrade"
"AAAAF7865","Joy Annis"
"AAAAF7892","Valentina Andino"
"AAAAF7925","Jacqueline Arguello"
"AAAAF7953","Maria Andrzejewski"
"AAAAF7980","Richard Alexander"
"AAAAF8009","Susan Aldridge"
"AAAAF8159","David Anderson"
"AAAAF8185","Nancy Arline"
"AAAAF8206","Esther Ayers"
"AAAAF8252","Sonia Arnold"
"AAAAF8275","Ruby Adams"
"AAAAF8311","Paula Ackerman"
"AAAAF8329","Paul Anderson"
"AAAAF8373","Derrick Amador"
"AAAAF8402","Adam Ash"
"AAAAF8425","Kristine Allen"
"AAAAF8458","Christopher Ayala"
"AAAAF8518","Carmen Allen"
"AAAAF8563","Cedric Adkins"
"AAAAF8611","Derrick Absher"
"AAAAF8621","Justin Abbey"
"AAAAF8695","April Acosta"
"AAAAF8717","Ricky Austin"
"AAAAF8719","Teresa Alberding"
"AAAAF8740","Robert Acosta"
"AAAAF8773","Alberta Ault"
"AAAAF8782","Gary Abe"
"AAAAF8785","Allison Atkinson"
"AAAAF8786","Joyce Alma"
"AAAAF8800","Courtney Adams"
"AAAAF8826","John Ayala"
"AAAAF8879","Rachel Arrington"
"AAAAF8889","Florence Allen"
"AAAAF8938","Brittany Anaya"
"AAAAF9041","Joyce Aranjo"
"AAAAF9052","Charles Aitken"
"AAAAF9060","Tammy Albright"
"AAAAF9064","Bradley Acker"
"AAAAF9070","Alvin Aldrich"
"AAAAF9110","Richard Arriaga"
"AAAAF9191","Mathew Arnette"
"AAAAF9206","Natalie Allen"
"AAAAF9213","Mike Androlewicz"
"AAAAF9235","Randell Alonso"
"AAAAF9244","Darryl Andrews"
"AAAAF9268","Lee Adams"
"AAAAF9312","Terry Akers"
"AAAAF9319","Denise Ankney"
"AAAAF9321","Synthia Adank"
"AAAAF9356","Michael Arneecher"
"AAAAF9429","Nancy Ader"
"AAAAF9431","John Adam"
"AAAAF9437","Johnny Andrews"
"AAAAF9461","Cathy Anderson"
"AAAAF9542","Jack Alvarez"
"AAAAF9598","Vinnie Adkins"
"AAAAF9643","Justin Affolter"
"AAAAF9669","Richard Aman"
"AAAAF9754","Roy Abney"
"AAAAF9767","Melba Alley"
"AAAAF9785","Thomas Aranda"
"AAAAF9808","Susan Alloway"
"AAAAF9885","Kristen Alaniz"
"AAAAF9915","Frederick Andrade"
"AAAAF9934","Catherine Arnold"
"AAAAF9938","Hannah Adams"
"AAAAF9973","Christine Arnold"
"AAAAG0006","Tracy Alvarez"
"AAAAG0014","Joe Anderson"
"AAAAG0038","Jon Anderson"
"AAAAG0047","Nichole Applen"
"AAAAG0053","Michael Anderson"
"AAAAG0079","Rachel Austin"
"AAAAG0088","Joanne Anderson"
"AAAAG0101","Olivia Armendarez"
"AAAAG0118","Jesus Atkins"
"AAAAG0126","Margie Anderson"
"AAAAG0169","Bessie Akins"
"AAAAG0194","Robert Autrey"
"AAAAG0206","Brenda Agosta"
"AAAAG0235","James Aldrich"
"AAAAG0289","Robert Alexander"
"AAAAG0345","Elizabeth Adamson"
"AAAAG0347","Bertha Allen"
"AAAAG0418","Jeffrey Ayers"
"AAAAG0477","Daniel Aldridge"
"AAAAG0493","Ellen Arce"
"AAAAG0546","Ella Alford"
"AAAAG0571","Dee Adam"
"AAAAG0679","Jose Alvarado"
"AAAAG0696","Floyd Amberg"
"AAAAG0711","Mitchell Anthony"
"AAAAG0716","Eugene Adams"
"AAAAG0717","Bobbie Akers"
"AAAAG0732","Kenneth Adkins"
"AAAAG0734","Lakisha Applen"
"AAAAG0738","James Andrade"
"AAAAG0751","Mauricio Auerswald"
"AAAAG0757","Amy Adriance"
"AAAAG0813","Amy Anderson"
"AAAAG0845","Carolyn Adams"
"AAAAG0904","Susan Albrecht"
"AAAAG0908","James Abrams"
"AAAAG0943","Dennis Allen"
"AAAAG0952","Dena Austin"
"AAAAG0956","Scott Adams"
"AAAAG0970","Fidel Abernathy"
"AAAAG1096","William Abrego"
"AAAAG1100","Lauren Alexander"
"AAAAG1122","Tony Andrade"
"AAAAG1129","Steven Arrington"
"AAAAG1168","Elvin Aguilar"
"AAAAG1215","Ian Ashe"
"AAAAG1291","Fred Ahlstrom"
"AAAAG1341","Harold Auld"
"AAAAG1347","Cheryl Anderson"
"AAAAG1359","Chanell Anderson"
"AAAAG1364","Rosa Andrade"
"AAAAG1372","Connie Armistead"
"AAAAG1414","April Adkins"
"AAAAG1415","Debra Adleman"
"AAAAG1419","Jose Adams"
"AAAAG1464","Annie Aranda"
"AAAAG1467","Krystal Avery"
"AAAAG1485","Kenneth Allen"
"AAAAG1489","Donna Anderson"
"AAAAG1496","David Anderson"
"AAAAG1505","Joe Arrington"
"AAAAG1585","Sharon Alfaro"
"AAAAG1607","Bettie Abbott"
"AAAAG1611","Charles Alford"
"AAAAG1635","Leona Ahlman"
"AAAAG1645","Frances Allison"
"AAAAG1658","John Abbadessa"
"AAAAG1689","John Acosta"
"AAAAG1693","Mark Alvarez"
"AAAAG1700","Richard Anderson"
"AAAAG1709","Tammy Arceneaux"
"AAAAG1779","Michael Anderson"
"AAAAG1801","Belinda Arce"
"AAAAG1875","Lino Amaral"
"AAAAG1906","Scott Anderson"
"AAAAG1923","John Amos"
"AAAAG1926","Henry Almanzar"
"AAAAG1961","George Adams"
"AAAAG1985","Margaret Ardon"
"AAAAG2017","Jerry Albert"
"AAAAG2058","Betty Anderson"
"AAAAG2071","Maudie Ambres"
"AAAAG2080","Estella Aguilar"
"AAAAG2083","Marion Amberg"
"AAAAG2118","Terri Alfred"
"AAAAG2121","Virginia Althoff"
"AAAAG2136","William Addison"
"AAAAG2173","Maria Avalos"
"AAAAG2174","Lillian Albertson"
"AAAAG2188","Donald Alquisira"
"AAAAG2207","Orlando Abbott"
"AAAAG2212","Grace Alvarez"
"AAAAG2214","Samuel Alvarado"
"AAAAG2227","Barbara Allison"
"AAAAG2252","Miriam Adams"
"AAAAG2326","Michael Arzu"
"AAAAG2329","Richard Arnold"
"AAAAG2393","Jamey Anderson"
"AAAAG2395","Jennifer Adams"
"AAAAG2426","Lonnie Amyotte"
"AAAAG2458","Agnes Avery"
"AAAAG2489","Dale Alexander"
"AAAAG2520","John Anderson"
"AAAAG2563","Steven Arrey"
"AAAAG2702","Patricia Ayres"
"AAAAG2802","Lashawn Allen"
"AAAAG2834","Andrew Albert"
"AAAAG2849","Irish Abrial"
"AAAAG2872","Amanda Altenburg"
"AAAAG2913","Melvin Arment"
"AAAAG2936","Alvin Abreu"
"AAAAG2956","Sarah Agosta"
"AAAAG2963","Rebecca Arroliga"
"AAAAG2982","Vernon Alba"
"AAAAG2990","Kenneth Andrews"
"AAAAG3019","Lenora Avalos"
"AAAAG3038","Mitchell Allen"
"AAAAG3092","Christine Adams"
"AAAAG3098","Mark Azcona"
"AAAAG3137","Elias Atkinson"
"AAAAG3160","Kay Armon"
"AAAAG3164","Betsy Aguilar"
"AAAAG3223","Jason Admire"
"AAAAG3233","Mary Anderson"
"AAAAG3289","Mamie Aguillon"
"AAAAG3323","Tami Albright"
"AAAAG3410","Fay Ard"
"AAAAG3433","Chelsea Adams"
"AAAAG3472","Dinorah Aman"
"AAAAG3485","Kathryn Allen"
"AAAAG3496","Emilio Ames"
"AAAAG3513","George Artis"
"AAAAG3564","Pablo Aaron"
"AAAAG3577","Paul Arteaga"
"AAAAG3617","John Anderson"
"AAAAG3621","Ramiro Angulo"
"AAAAG3654","Dan Andersen"
"AAAAG3669","Alfred Anderson"
"AAAAG3682","Tommie Artrip"
"AAAAG3689","Freddie Anderson"
"AAAAG3703","Josephine Abbott"
"AAAAG3713","Anabel Ariel"
"AAAAG3725","Irene Anthony"
"AAAAG3727","Ray Andrews"
"AAAAG3739","Gladys Anderson"
"AAAAG3781","William Albrecht"
"AAAAG3800","Wendell Arthur"
"AAAAG3805","Edward Alexander"
"AAAAG3816","Barry Arroyo"
"AAAAG3839","John Anderson"
"AAAAG3866","Jonathan Armstrong"
"AAAAG3868","Becky Alva"
"AAAAG4061","Caryn Ackerman"
"AAAAG4082","Bettie Atkinson"
"AAAAG4084","Mary Anderson"
"AAAAG4088","Angela Adrian"
"AAAAG4090","Lindsay Adams"
"AAAAG4162","Cora Anderson"
"AAAAG4165","Tiffany Avina"
"AAAAG4196","Blanche Aaronson"
"AAAAG4229","Michael Atkinson"
"AAAAG4249","Michael Askew"
"AAAAG4250","Steven Armstead"
"AAAAG4269","Ronald Anderson"
"AAAAG4302","Ann Allen"
"AAAAG4320","Robin Anaya"
"AAAAG4339","Jack Arce"
"AAAAG4353","Mercedes Allen"
"AAAAG4396","John Aguirre"
"AAAAG4417","Frances Ahrens"
"AAAAG4465","Ernestina Alford"
"AAAAG4508","Aline Ainslie"
"AAAAG4511","Robert Aguilar"
"AAAAG4515","Belinda Allen"
"AAAAG4517","Alan Adan"
"AAAAG4527","Wm Astin"
"AAAAG4550","Clinton Avery"
"AAAAG4571","Phyllis Adams"
"AAAAG4610","Teresa Ashworth"
"AAAAG4642","Frank Alley"
"AAAAG4708","Ernest Atherton"
"AAAAG4794","Robert Andrade"
"AAAAG4821","Louis Akins"
"AAAAG4856","Sarah Abraham"
"AAAAG4866","Helen Anderson"
"AAAAG4874","Casandra Anderson"
"AAAAG4894","Michael Ahmed"
"AAAAG4918","Anne Akins"
"AAAAG4935","Kurt Alonso"
"AAAAG4947","Richard Anderson"
"AAAAG4971","Philip Adams"
"AAAAG4987","Julia Armstrong"
"AAAAG4990","David Albert"
"AAAAG5044","Mary Adams"
"AAAAG5045","Dan Anderson"
"AAAAG5100","Harvey Anderson"
"AAAAG5125","Kimberly Aguilar"
"AAAAG5136","Michael Abbott"
"AAAAG5154","Richard Allen"
"AAAAG5238","Patricia Anderson"
"AAAAG5244","Robert Ashbaugh"
"AAAAG5274","Shirley Allen"
"AAAAG5290","Joann Ashby"
"AAAAG5315","Javier Austin"
"AAAAG5329","Vennie Aran"
"AAAAG5356","Andrew Anderson"
"AAAAG5380","Thomas Arreola"
"AAAAG5407","Michael Adams"
"AAAAG5411","Ricky Adam"
"AAAAG5423","Adrienne Alvarado"
"AAAAG5427","Mary Anthony"
"AAAAG5505","Melinda Allen"
"AAAAG5532","Jon Aponte"
"AAAAG5542","Frances Anderson"
"AAAAG5561","Douglas Ates"
"AAAAG5564","Emma Allamong"
"AAAAG5580","Mary Ayers"
"AAAAG5582","Noel Abbott"
"AAAAG5652","Martin Armon"
"AAAAG5653","Marla Andrews"
"AAAAG5662","James Ambrose"
"AAAAG5693","Dennis Alanis"
"AAAAG5766","Michelle Aldridge"
"AAAAG5774","Ruth Almonte"
"AAAAG5779","Cheryl Adams"
"AAAAG5813","John Ammons"
"AAAAG5869","Jennifer Aikens"
"AAAAG5872","Colin Allen"
"AAAAG5881","Tara Atkinson"
"AAAAG5919","Louise Alderman"
"AAAAG5940","Elena Absher"
"AAAAG6043","Barbara Ardoin"
"AAAAG6052","Roger Avila"
"AAAAG6109","Melissa Allen"
"AAAAG6113","Emily Aumiller"
"AAAAG6133","Emily Anderson"
"AAAAG6154","Marsha Armstrong"
"AAAAG6243","Kara Allen"
"AAAAG6245","Elsie Anderson"
"AAAAG6334","Fernando Adams"
"AAAAG6363","Ruth Ashlock"
"AAAAG6473","Diana Augusto"
"AAAAG6475","Orlando Akerley"
"AAAAG6487","Rafael Alleyne"
"AAAAG6532","Matthew Abuaita"
"AAAAG6574","Dolly Alston"
"AAAAG6631","Lori Armstrong"
"AAAAG6633","Tara Anderson"
"AAAAG6759","Norma Arnold"
"AAAAG6760","Verla Aschenbrenner"
"AAAAG6841","Pat Alvarez"
"AAAAG6860","Clifford Atherton"
"AAAAG6898","Ramon Age"
"AAAAG6946","Shirley Anderson"
"AAAAG6963","Jennifer Aron"
"AAAAG7028","Paul Alfieri"
"AAAAG7051","John Anderson"
"AAAAG7067","Eleanora Arellano"
"AAAAG7091","Evelyn Ahrens"
"AAAAG7159","Joanne Angelini"
"AAAAG7194","Joseph Armstrong"
"AAAAG7197","Kyle Archer"
"AAAAG7198","Adriana Allsbrook"
"AAAAG7228","Peggy Allard"
"AAAAG7259","Carl Alfano"
"AAAAG7281","Julie Aguirre"
"AAAAG7341","Rachel Anthony"
"AAAAG7366","Rosalie Agnew"
"AAAAG7386","Henrietta Andrews"
"AAAAG7416","Deborah Adkins"
"AAAAG7423","Mary Addison"
"AAAAG7449","Maureen Andrade"
"AAAAG7480","Martin Arends"
"AAAAG7514","Debbie Allison"
"AAAAG7538","Cynthia Abramowski"
"AAAAG7580","Doretha Arnold"
"AAAAG7596","Lorraine Askew"
"AAAAG7603","Emelda Austin"
"AAAAG7648","Thomas Arnold"
"AAAAG7653","Scott Aiello"
"AAAAG7668","Tanner Amyotte"
"AAAAG7675","Jose Aivao"
"AAAAG7690","Chris Alvarez"
"AAAAG7791","Lashawn Arnold"
"AAAAG7817","Jewell Allen"
"AAAAG7849","Bethany Alicea"
"AAAAG7902","Evelyn Alston"
"AAAAG7925","Dorothy Aceuedo"
"AAAAG7929","Jana Arnold"
"AAAAG7933","Terri Aguilar"
"AAAAG7975","Gail Allen"
"AAAAG7983","Valerie Allen"
"AAAAG8038","William Andrews"
"AAAAG8121","Judith Arrott"
"AAAAG8122","Loretta Auten"
"AAAAG8123","Nora Aaronson"
"AAAAG8160","William Aston"
"AAAAG8253","Brian Archibald"
"AAAAG8269","Gretchen Allen"
"AAAAG8345","Pamela Ahlers"
"AAAAG8351","William Alfaro"
"AAAAG8361","Kenneth Amidon"
"AAAAG8432","Jennie Andrews"
"AAAAG8446","Charles Allen"
"AAAAG8453","Zachary Amin"
"AAAAG8456","Charles Alexander"
"AAAAG8516","Walker Abbe"
"AAAAG8642","Lisa Anderson"
"AAAAG8655","Edwin Arends"
"AAAAG8695","Suzanne Adams"
"AAAAG8700","Yvonne Andrews"
"AAAAG8714","Edwin Adams"
"AAAAG8741","Mildred Anderson"
"AAAAG8766","Frank Atkins"
"AAAAG8794","Gregory Aaron"
"AAAAG8813","Scott Adam"
"AAAAG8832","Steve Attaway"
"AAAAG8833","Denise Allen"
"AAAAG8838","Kerri Adams"
"AAAAG8843","Edmond Appel"
"AAAAG8858","Diane Angel"
"AAAAG8961","Alexander Allan"
"AAAAG8991","Geraldine Anderson"
"AAAAG9001","Guadalupe Anger"
"AAAAG9054","Terrance Athey"
"AAAAG9066","John Ayala"
"AAAAG9071","Juanita Abbott"
"AAAAG9086","Corey Austin"
"AAAAG9142","Charlotte Alvarado"
"AAAAG9152","Tanya Alexander"
"AAAAG9156","Joseph Abel"
"AAAAG9208","Michael Ashby"
"AAAAG9219","Ron Attaway"
"AAAAG9243","Susanna Athey"
"AAAAG9327","Beatrice Arthur"
"AAAAG9352","Helen Allen"
"AAAAG9420","Danielle Avellaneda"
"AAAAG9451","Charles Abner"
"AAAAG9501","Steven Adcock"
"AAAAG9561","Erica Aguiniga"
"AAAAG9569","Tony Albus"
"AAAAG9643","Wayne Archuleta"
"AAAAG9716","Sanjuanita Albrecht"
"AAAAG9726","Gene Aitken"
"AAAAG9830","Wilma Arevalos"
"AAAAG9842","Kevin Ahmadi"
"AAAAG9864","Arlene Aponte"
"AAAAG9868","Michael Ashby"
"AAAAG9965","Kathleen Archer"
"AAAAG9969","Linda Albero"
"AAAAG9971","Alton Armbruster"
"AAAAH0029","Shirley Ali"
"AAAAH0055","Pamela Arterberry"
"AAAAH0071","Maggie Alvarez"
"AAAAH0088","Luke Allen"
"AAAAH0127","Annie Atkins"
"AAAAH0210","Chelsea Amyx"
"AAAAH0248","Lyndia Alexander"
"AAAAH0282","Thomas Aberle"
"AAAAH0294","Diana Astin"
"AAAAH0307","John Adams"
"AAAAH0328","Mae Alexander"
"AAAAH0348","Paul Alves"
"AAAAH0396","Julian Avera"
"AAAAH0420","Erin Amburgey"
"AAAAH0426","Katherine Atkinson"
"AAAAH0451","Wilbur Alarcon"
"AAAAH0458","Evelyn Anderson"
"AAAAH0489","Brian Arnold"
"AAAAH0547","Edna Avent"
"AAAAH0576","Bonnie Antal"
"AAAAH0594","Perry Alonzo"
"AAAAH0596","Jeffrey Aldridge"
"AAAAH0623","Michael Allen"
"AAAAH0632","James Arnold"
"AAAAH0699","Veronica Adams"
"AAAAH0709","Nancy Anderson"
"AAAAH0854","Sterling Anthony"
"AAAAH0875","Joelle Alva"
"AAAAH0896","Melinda Arcuri"
"AAAAH0926","Carla Auerswald"
"AAAAH0972","Debra Arrington"
"AAAAH1030","Michael Anderson"
"AAAAH1033","Teresa Adams"
"AAAAH1062","Tammy Alex"
"AAAAH1069","Scott Alvarez"
"AAAAH1131","Jim Alcorn"
"AAAAH1184","Doris Alvey"
"AAAAH1188","John Albers"
"AAAAH1198","Kenneth Abrego"
"AAAAH1200","James Anderson"
"AAAAH1208","Camille Amos"
"AAAAH1224","Timothy Ayers"
"AAAAH1278","Brandon Aguirre"
"AAAAH1360","Patrick Allen"
"AAAAH1401","Tonya Adam"
"AAAAH1453","Robert Atwood"
"AAAAH1463","Ingrid Almanzar"
"AAAAH1519","Tyson Allen"
"AAAAH1522","Carol Anderson"
"AAAAH1555","Eddie Almond"
"AAAAH1567","Christopher Alvardo"
"AAAAH1603","Brian Arnone"
"AAAAH1626","Mary Arment"
"AAAAH1669","Eva Archibald"
"AAAAH1687","Jessica Austin"
"AAAAH1736","Jessica Alcazar"
"AAAAH1752","Mae Abner"
"AAAAH1767","Ethel Addis"
"AAAAH1793","Brandon Adkins"
"AAAAH1836","Judy Alamilla"
"AAAAH1838","Mark Arnold"
"AAAAH1960","William Allison"
"AAAAH1986","Ross Anderson"
"AAAAH2020","Noel Allen"
"AAAAH2057","Barbara Ayres"
"AAAAH2118","Randall Adams"
"AAAAH2136","Patrica Arroyo"
"AAAAH2144","Ruth Abston"
"AAAAH2148","Mary Albee"
"AAAAH2158","Kevin Aucoin"
"AAAAH2253","Audrey Allen"
"AAAAH2266","Philip Allen"
"AAAAH2273","Anna Armour"
"AAAAH2276","Lawrence Aline"
"AAAAH2299","Anthony Abbott"
"AAAAH2382","William Amen"
"AAAAH2475","Mark Aguilar"
"AAAAH2486","Cassandra Alexander"
"AAAAH2502","Susan Aronson"
"AAAAH2511","Gayle Allen"
"AAAAH2561","Jessica Andres"
"AAAAH2585","Yesenia Archer"
"AAAAH2590","Dale Anderson"
"AAAAH2629","Angela Ahrendt"
"AAAAH2652","Jennifer Ault"
"AAAAH2690","Amber Albritton"
"AAAAH2772","James Archer"
"AAAAH2808","Tracy Arcuri"
"AAAAH2854","Catherine Armenta"
"AAAAH2874","Charles Austin"
"AAAAH2944","Pauline Adler"
"AAAAH2949","Catherine Angulo"
"AAAAH2980","Chase Allen"
"AAAAH3010","Bessie Anderson"
"AAAAH3016","Richard Armstrong"
"AAAAH3049","Kamilah Akim"
"AAAAH3053","Gerald Ames"
"AAAAH3071","Sara Atchison"
"AAAAH3083","Douglas Adams"
"AAAAH3139","Donna Allen"
"AAAAH3149","Linda Austin"
"AAAAH3160","Betty Anthony"
"AAAAH3181","Eric Aaronson"
"AAAAH3182","Richard Arroyo"
"AAAAH3191","Nelda Adams"
"AAAAH3201","Darla Aderholt"
"AAAAH3242","Kellie Arrowsmith"
"AAAAH3271","Jessica Avila"
"AAAAH3325","Patti Anderson"
"AAAAH3328","Jennifer Andre"
"AAAAH3333","Mable Arterburn"
"AAAAH3348","John Averitt"
"AAAAH3498","Frances Andreas"
"AAAAH3559","Manuel Anderson"
"AAAAH3583","Gloria Albino"
"AAAAH3701","Debra Akers"
"AAAAH3716","Michael Anderson"
"AAAAH3791","Carol Allender"
"AAAAH3832","Michael Adelstein"
"AAAAH3834","Ben Anderson"
"AAAAH3867","Rita Abel"
"AAAAH3894","Sharon Antillon"
"AAAAH3900","Sarah Anderson"
"AAAAH3937","Floyd Avila"
"AAAAH3950","Maria Ainslie"
"AAAAH3989","Aaron Acker"
"AAAAH4025","Heather Allard"
"AAAAH4037","James Aguiar"
"AAAAH4074","Neil Andersen"
"AAAAH4133","Myrtle Addison"
"AAAAH4142","Emma Avila"
"AAAAH4186","Stella Andrews"
"AAAAH4201","Sara Anderson"
"AAAAH4213","Mike Allen"
"AAAAH4230","Mae Allen"
"AAAAH4256","Linda Armantrout"
"AAAAH4272","Richard Allen"
"AAAAH4290","Evelyn Amadon"
"AAAAH4342","Susan Austin"
"AAAAH4447","Chad Anderson"
"AAAAH4458","Shawn Anderson"
"AAAAH4481","Sharon Aguinaga"
"AAAAH4510","Joel Aiyer"
"AAAAH4512","Erik Asbell"
"AAAAH4541","Jeff Allery"
"AAAAH4576","Ramon Austin"
"AAAAH4650","Ismael Allen"
"AAAAH4657","Julio Alexander"
"AAAAH4705","Beth Attebery"
"AAAAH4734","Marie Anderson"
"AAAAH4758","Keith Anderson"
"AAAAH4760","Julia Anderson"
"AAAAH4786","Leroy Absher"
"AAAAH4839","Daniel Aguinaga"
"AAAAH4853","Margie Anderson"
"AAAAH4854","Christine Alva"
"AAAAH4898","Doris Alvarez"
"AAAAH4949","Alice Alls"
"AAAAH4952","Neal Alvarado"
"AAAAH4982","Amy Angelovich"
"AAAAH5011","Virginia Aguayo"
"AAAAH5020","Pamela Angelilli"
"AAAAH5043","Ronnie Alexander"
"AAAAH5073","Ethel Acheson"
"AAAAH5077","Virginia Amey"
"AAAAH5106","Ashlea Ansari"
"AAAAH5138","Pearl Andersen"
"AAAAH5190","Alejandra Alconcel"
"AAAAH5191","Earl Ater"
"AAAAH5208","Charlotte Allard"
"AAAAH5239","Kathy Applegate"
"AAAAH5248","Andrew Acosta"
"AAAAH5305","Rita Albin"
"AAAAH5329","Carita Allgood"
"AAAAH5383","Adam Adams"
"AAAAH5408","Paul Aronow"
"AAAAH5428","Tony Allbritton"
"AAAAH5440","Joan Addison"
"AAAAH5477","Sharon Aynes"
"AAAAH5530","Ronald Alexander"
"AAAAH5548","Mark Atkeson"
"AAAAH5683","Anna Atkins"
"AAAAH5709","Gordon Avery"
"AAAAH5725","Ryan Andreas"
"AAAAH5728","Mary Ash"
"AAAAH5729","Shawn Adkins"
"AAAAH5746","Catherine Azim"
"AAAAH5813","Robert Andon"
"AAAAH5842","Willie Akers"
"AAAAH5888","Charles Ascencio"
"AAAAH5922","William Allen"
"AAAAH5990","Jordon Allen"
"AAAAH5996","Pearl Angelo"
